project_id,three_A_date,three_A_notification,three_A_notification_normalized,three_D_date,three_D_notification,three_D_notification_normalized,days_3A_to_3D,delay_over_365d,match_method,geography_verified,research_label,project_number,project_name,url,land_required_ha,land_available_ha,land_to_be_acquired_ha,land_acquired_ha,land_available_ratio
18048,2018-01-10,152(E),152E,2018-10-25,5448,5448,288,0,deduped_nearest_subsequent_3D,False,True,MO/2017/18048,"Building (widening / Two Laning with Paved Shoulder , etc.), maintenance, management and operation of the National Highway No.927A in the State of Rajasthan. राष्ट्रीय राजमार्ग संख्या ९२७ अ के प्रबनध सञ्चालन एवं चौड़ीकरण का कार्य",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=18048,1300.0,0.0,1300.0,2.203,0.0
18048,2018-01-16,244 (E),244E,2018-11-29,5942 (E),5942E,317,0,deduped_nearest_subsequent_3D,False,True,MO/2017/18048,"Building (widening / Two Laning with Paved Shoulder , etc.), maintenance, management and operation of the National Highway No.927A in the State of Rajasthan. राष्ट्रीय राजमार्ग संख्या ९२७ अ के प्रबनध सञ्चालन एवं चौड़ीकरण का कार्य",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=18048,1300.0,0.0,1300.0,2.203,0.0
18048,2018-01-16,245(E),245E,2018-11-29,5945 (E),5945E,317,0,deduped_nearest_subsequent_3D,False,True,MO/2017/18048,"Building (widening / Two Laning with Paved Shoulder , etc.), maintenance, management and operation of the National Highway No.927A in the State of Rajasthan. राष्ट्रीय राजमार्ग संख्या ९२७ अ के प्रबनध सञ्चालन एवं चौड़ीकरण का कार्य",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=18048,1300.0,0.0,1300.0,2.203,0.0
18048,2018-01-16,246(E),246E,2018-12-28,6438 (E),6438E,346,0,deduped_nearest_subsequent_3D,False,True,MO/2017/18048,"Building (widening / Two Laning with Paved Shoulder , etc.), maintenance, management and operation of the National Highway No.927A in the State of Rajasthan. राष्ट्रीय राजमार्ग संख्या ९२७ अ के प्रबनध सञ्चालन एवं चौड़ीकरण का कार्य",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=18048,1300.0,0.0,1300.0,2.203,0.0
18048,2022-04-04,1588-E,1588E,2023-03-28,1449-E,1449E,358,0,deduped_nearest_subsequent_3D,False,True,MO/2017/18048,"Building (widening / Two Laning with Paved Shoulder , etc.), maintenance, management and operation of the National Highway No.927A in the State of Rajasthan. राष्ट्रीय राजमार्ग संख्या ९२७ अ के प्रबनध सञ्चालन एवं चौड़ीकरण का कार्य",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=18048,1300.0,0.0,1300.0,2.203,0.0
18048,2025-02-28,1039-E,1039E,2026-01-20,283-E,283E,326,0,deduped_nearest_subsequent_3D,False,True,MO/2017/18048,"Building (widening / Two Laning with Paved Shoulder , etc.), maintenance, management and operation of the National Highway No.927A in the State of Rajasthan. राष्ट्रीय राजमार्ग संख्या ९२७ अ के प्रबनध सञ्चालन एवं चौड़ीकरण का कार्य",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=18048,1300.0,0.0,1300.0,2.203,0.0
22059,2017-07-30,notificat222,CAT222,2017-07-31,notifi222,222,1,0,deduped_nearest_subsequent_3D,False,True,MO/2017/22059,Land Acquisition estimate for Theog by pass 2.317km length from 174/040 to 176/400 of NH-22 in the State of Himachal Pradesh. Land Acquisition estimate for Theog by pass 2.317km length from 174/040 to 176/400 of NH-22 in the State of Himachal Pradesh,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=22059,2.32,2.0,0.32,0.0,0.8620689655172414
24065,2018-02-23,902(E),902E,2019-02-21,942 (E),942E,363,0,deduped_nearest_subsequent_3D,False,True,MO/2017/24065,Land Acquisition for construction of two laning with paved shoulder on national highway no.158 ( Ras-Beawar-Asind-Mandal Section) from Km 0.000 to 116.912 in the state of rajasthan लैंड एक्वीजीशन फॉर कंस्ट्रक्शन ऑफ़ तवो लैनिंग विथ पवेद शोल्डर ों नेशनल हाईवे no.१५८ ( Ras-Beawar-Asind-मंडल Section) फ्रॉम कम 0.००० तो 116.९१२ इन थे स्टेट ऑफ़ राजस्थान,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=24065,3200.0,190.0,3010.0,4.9869,0.059375
24065,2018-02-23,903(E),903E,2019-02-21,943 (E),943E,363,0,deduped_nearest_subsequent_3D,False,True,MO/2017/24065,Land Acquisition for construction of two laning with paved shoulder on national highway no.158 ( Ras-Beawar-Asind-Mandal Section) from Km 0.000 to 116.912 in the state of rajasthan लैंड एक्वीजीशन फॉर कंस्ट्रक्शन ऑफ़ तवो लैनिंग विथ पवेद शोल्डर ों नेशनल हाईवे no.१५८ ( Ras-Beawar-Asind-मंडल Section) फ्रॉम कम 0.००० तो 116.९१२ इन थे स्टेट ऑफ़ राजस्थान,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=24065,3200.0,190.0,3010.0,4.9869,0.059375
24065,2018-02-23,904(E),904E,2019-02-21,944 (E),944E,363,0,deduped_nearest_subsequent_3D,False,True,MO/2017/24065,Land Acquisition for construction of two laning with paved shoulder on national highway no.158 ( Ras-Beawar-Asind-Mandal Section) from Km 0.000 to 116.912 in the state of rajasthan लैंड एक्वीजीशन फॉर कंस्ट्रक्शन ऑफ़ तवो लैनिंग विथ पवेद शोल्डर ों नेशनल हाईवे no.१५८ ( Ras-Beawar-Asind-मंडल Section) फ्रॉम कम 0.००० तो 116.९१२ इन थे स्टेट ऑफ़ राजस्थान,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=24065,3200.0,190.0,3010.0,4.9869,0.059375
24065,2018-02-23,905 (E),905E,2019-02-21,945(E),945E,363,0,deduped_nearest_subsequent_3D,False,True,MO/2017/24065,Land Acquisition for construction of two laning with paved shoulder on national highway no.158 ( Ras-Beawar-Asind-Mandal Section) from Km 0.000 to 116.912 in the state of rajasthan लैंड एक्वीजीशन फॉर कंस्ट्रक्शन ऑफ़ तवो लैनिंग विथ पवेद शोल्डर ों नेशनल हाईवे no.१५८ ( Ras-Beawar-Asind-मंडल Section) फ्रॉम कम 0.००० तो 116.९१२ इन थे स्टेट ऑफ़ राजस्थान,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=24065,3200.0,190.0,3010.0,4.9869,0.059375
24065,2018-02-23,906(E),906E,2019-02-21,946 (E),946E,363,0,deduped_nearest_subsequent_3D,False,True,MO/2017/24065,Land Acquisition for construction of two laning with paved shoulder on national highway no.158 ( Ras-Beawar-Asind-Mandal Section) from Km 0.000 to 116.912 in the state of rajasthan लैंड एक्वीजीशन फॉर कंस्ट्रक्शन ऑफ़ तवो लैनिंग विथ पवेद शोल्डर ों नेशनल हाईवे no.१५८ ( Ras-Beawar-Asind-मंडल Section) फ्रॉम कम 0.००० तो 116.९१२ इन थे स्टेट ऑफ़ राजस्थान,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=24065,3200.0,190.0,3010.0,4.9869,0.059375
24065,2018-06-29,4156(E),4156E,2019-06-28,2255 (E),2255E,364,0,deduped_nearest_subsequent_3D,False,True,MO/2017/24065,Land Acquisition for construction of two laning with paved shoulder on national highway no.158 ( Ras-Beawar-Asind-Mandal Section) from Km 0.000 to 116.912 in the state of rajasthan लैंड एक्वीजीशन फॉर कंस्ट्रक्शन ऑफ़ तवो लैनिंग विथ पवेद शोल्डर ों नेशनल हाईवे no.१५८ ( Ras-Beawar-Asind-मंडल Section) फ्रॉम कम 0.००० तो 116.९१२ इन थे स्टेट ऑफ़ राजस्थान,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=24065,3200.0,190.0,3010.0,4.9869,0.059375
24065,2018-07-25,3648 (A),3648A,2019-07-24,2624(E),2624E,364,0,deduped_nearest_subsequent_3D,False,True,MO/2017/24065,Land Acquisition for construction of two laning with paved shoulder on national highway no.158 ( Ras-Beawar-Asind-Mandal Section) from Km 0.000 to 116.912 in the state of rajasthan लैंड एक्वीजीशन फॉर कंस्ट्रक्शन ऑफ़ तवो लैनिंग विथ पवेद शोल्डर ों नेशनल हाईवे no.१५८ ( Ras-Beawar-Asind-मंडल Section) फ्रॉम कम 0.००० तो 116.९१२ इन थे स्टेट ऑफ़ राजस्थान,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=24065,3200.0,190.0,3010.0,4.9869,0.059375
24065,2020-01-06,95 (E),95E,2020-09-01,2966 (E),2966E,239,0,deduped_nearest_subsequent_3D,False,True,MO/2017/24065,Land Acquisition for construction of two laning with paved shoulder on national highway no.158 ( Ras-Beawar-Asind-Mandal Section) from Km 0.000 to 116.912 in the state of rajasthan लैंड एक्वीजीशन फॉर कंस्ट्रक्शन ऑफ़ तवो लैनिंग विथ पवेद शोल्डर ों नेशनल हाईवे no.१५८ ( Ras-Beawar-Asind-मंडल Section) फ्रॉम कम 0.००० तो 116.९१२ इन थे स्टेट ऑफ़ राजस्थान,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=24065,3200.0,190.0,3010.0,4.9869,0.059375
24065,2020-01-06,96 (E),96E,2020-09-02,2965 (E),2965E,240,0,deduped_nearest_subsequent_3D,False,True,MO/2017/24065,Land Acquisition for construction of two laning with paved shoulder on national highway no.158 ( Ras-Beawar-Asind-Mandal Section) from Km 0.000 to 116.912 in the state of rajasthan लैंड एक्वीजीशन फॉर कंस्ट्रक्शन ऑफ़ तवो लैनिंग विथ पवेद शोल्डर ों नेशनल हाईवे no.१५८ ( Ras-Beawar-Asind-मंडल Section) फ्रॉम कम 0.००० तो 116.९१२ इन थे स्टेट ऑफ़ राजस्थान,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=24065,3200.0,190.0,3010.0,4.9869,0.059375
24065,2020-01-06,97 (E),97E,2020-09-08,3037-E,3037E,246,0,deduped_nearest_subsequent_3D,False,True,MO/2017/24065,Land Acquisition for construction of two laning with paved shoulder on national highway no.158 ( Ras-Beawar-Asind-Mandal Section) from Km 0.000 to 116.912 in the state of rajasthan लैंड एक्वीजीशन फॉर कंस्ट्रक्शन ऑफ़ तवो लैनिंग विथ पवेद शोल्डर ों नेशनल हाईवे no.१५८ ( Ras-Beawar-Asind-मंडल Section) फ्रॉम कम 0.००० तो 116.९१२ इन थे स्टेट ऑफ़ राजस्थान,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=24065,3200.0,190.0,3010.0,4.9869,0.059375
24065,2020-01-06,98 (E),98E,2020-09-08,3038E,3038E,246,0,deduped_nearest_subsequent_3D,False,True,MO/2017/24065,Land Acquisition for construction of two laning with paved shoulder on national highway no.158 ( Ras-Beawar-Asind-Mandal Section) from Km 0.000 to 116.912 in the state of rajasthan लैंड एक्वीजीशन फॉर कंस्ट्रक्शन ऑफ़ तवो लैनिंग विथ पवेद शोल्डर ों नेशनल हाईवे no.१५८ ( Ras-Beawar-Asind-मंडल Section) फ्रॉम कम 0.००० तो 116.९१२ इन थे स्टेट ऑफ़ राजस्थान,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=24065,3200.0,190.0,3010.0,4.9869,0.059375
24065,2020-01-15,230 (E),230E,2020-09-10,3096-E,3096E,239,0,deduped_nearest_subsequent_3D,False,True,MO/2017/24065,Land Acquisition for construction of two laning with paved shoulder on national highway no.158 ( Ras-Beawar-Asind-Mandal Section) from Km 0.000 to 116.912 in the state of rajasthan लैंड एक्वीजीशन फॉर कंस्ट्रक्शन ऑफ़ तवो लैनिंग विथ पवेद शोल्डर ों नेशनल हाईवे no.१५८ ( Ras-Beawar-Asind-मंडल Section) फ्रॉम कम 0.००० तो 116.९१२ इन थे स्टेट ऑफ़ राजस्थान,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=24065,3200.0,190.0,3010.0,4.9869,0.059375
24065,2020-03-13,1072 (E),1072E,2020-09-29,3399-E,3399E,200,0,deduped_nearest_subsequent_3D,False,True,MO/2017/24065,Land Acquisition for construction of two laning with paved shoulder on national highway no.158 ( Ras-Beawar-Asind-Mandal Section) from Km 0.000 to 116.912 in the state of rajasthan लैंड एक्वीजीशन फॉर कंस्ट्रक्शन ऑफ़ तवो लैनिंग विथ पवेद शोल्डर ों नेशनल हाईवे no.१५८ ( Ras-Beawar-Asind-मंडल Section) फ्रॉम कम 0.००० तो 116.९१२ इन थे स्टेट ऑफ़ राजस्थान,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=24065,3200.0,190.0,3010.0,4.9869,0.059375
24065,2020-06-09,1814 (E),1814E,2020-10-13,3595-E,3595E,126,0,deduped_nearest_subsequent_3D,False,True,MO/2017/24065,Land Acquisition for construction of two laning with paved shoulder on national highway no.158 ( Ras-Beawar-Asind-Mandal Section) from Km 0.000 to 116.912 in the state of rajasthan लैंड एक्वीजीशन फॉर कंस्ट्रक्शन ऑफ़ तवो लैनिंग विथ पवेद शोल्डर ों नेशनल हाईवे no.१५८ ( Ras-Beawar-Asind-मंडल Section) फ्रॉम कम 0.००० तो 116.९१२ इन थे स्टेट ऑफ़ राजस्थान,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=24065,3200.0,190.0,3010.0,4.9869,0.059375
24065,2020-10-19,3671-E,3671E,2020-10-29,3933-E,3933E,10,0,deduped_nearest_subsequent_3D,False,True,MO/2017/24065,Land Acquisition for construction of two laning with paved shoulder on national highway no.158 ( Ras-Beawar-Asind-Mandal Section) from Km 0.000 to 116.912 in the state of rajasthan लैंड एक्वीजीशन फॉर कंस्ट्रक्शन ऑफ़ तवो लैनिंग विथ पवेद शोल्डर ों नेशनल हाईवे no.१५८ ( Ras-Beawar-Asind-मंडल Section) फ्रॉम कम 0.००० तो 116.९१२ इन थे स्टेट ऑफ़ राजस्थान,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=24065,3200.0,190.0,3010.0,4.9869,0.059375
24065,2020-10-19,3672-E,3672E,2020-12-18,4614-E,4614E,60,0,deduped_nearest_subsequent_3D,False,True,MO/2017/24065,Land Acquisition for construction of two laning with paved shoulder on national highway no.158 ( Ras-Beawar-Asind-Mandal Section) from Km 0.000 to 116.912 in the state of rajasthan लैंड एक्वीजीशन फॉर कंस्ट्रक्शन ऑफ़ तवो लैनिंग विथ पवेद शोल्डर ों नेशनल हाईवे no.१५८ ( Ras-Beawar-Asind-मंडल Section) फ्रॉम कम 0.००० तो 116.९१२ इन थे स्टेट ऑफ़ राजस्थान,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=24065,3200.0,190.0,3010.0,4.9869,0.059375
24065,2020-10-19,3673-E,3673E,2020-12-18,4615-E,4615E,60,0,deduped_nearest_subsequent_3D,False,True,MO/2017/24065,Land Acquisition for construction of two laning with paved shoulder on national highway no.158 ( Ras-Beawar-Asind-Mandal Section) from Km 0.000 to 116.912 in the state of rajasthan लैंड एक्वीजीशन फॉर कंस्ट्रक्शन ऑफ़ तवो लैनिंग विथ पवेद शोल्डर ों नेशनल हाईवे no.१५८ ( Ras-Beawar-Asind-मंडल Section) फ्रॉम कम 0.००० तो 116.९१२ इन थे स्टेट ऑफ़ राजस्थान,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=24065,3200.0,190.0,3010.0,4.9869,0.059375
24065,2020-10-28,3859-E,3859E,2020-12-18,4616-E,4616E,51,0,deduped_nearest_subsequent_3D,False,True,MO/2017/24065,Land Acquisition for construction of two laning with paved shoulder on national highway no.158 ( Ras-Beawar-Asind-Mandal Section) from Km 0.000 to 116.912 in the state of rajasthan लैंड एक्वीजीशन फॉर कंस्ट्रक्शन ऑफ़ तवो लैनिंग विथ पवेद शोल्डर ों नेशनल हाईवे no.१५८ ( Ras-Beawar-Asind-मंडल Section) फ्रॉम कम 0.००० तो 116.९१२ इन थे स्टेट ऑफ़ राजस्थान,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=24065,3200.0,190.0,3010.0,4.9869,0.059375
24065,2020-10-28,3866-E,3866E,2020-12-18,4619-E,4619E,51,0,deduped_nearest_subsequent_3D,False,True,MO/2017/24065,Land Acquisition for construction of two laning with paved shoulder on national highway no.158 ( Ras-Beawar-Asind-Mandal Section) from Km 0.000 to 116.912 in the state of rajasthan लैंड एक्वीजीशन फॉर कंस्ट्रक्शन ऑफ़ तवो लैनिंग विथ पवेद शोल्डर ों नेशनल हाईवे no.१५८ ( Ras-Beawar-Asind-मंडल Section) फ्रॉम कम 0.००० तो 116.९१२ इन थे स्टेट ऑफ़ राजस्थान,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=24065,3200.0,190.0,3010.0,4.9869,0.059375
24065,2020-10-28,3867-E,3867E,2021-01-20,284-E,284E,84,0,deduped_nearest_subsequent_3D,False,True,MO/2017/24065,Land Acquisition for construction of two laning with paved shoulder on national highway no.158 ( Ras-Beawar-Asind-Mandal Section) from Km 0.000 to 116.912 in the state of rajasthan लैंड एक्वीजीशन फॉर कंस्ट्रक्शन ऑफ़ तवो लैनिंग विथ पवेद शोल्डर ों नेशनल हाईवे no.१५८ ( Ras-Beawar-Asind-मंडल Section) फ्रॉम कम 0.००० तो 116.९१२ इन थे स्टेट ऑफ़ राजस्थान,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=24065,3200.0,190.0,3010.0,4.9869,0.059375
24065,2020-11-13,4117-E,4117E,2021-01-25,352-E,352E,73,0,deduped_nearest_subsequent_3D,False,True,MO/2017/24065,Land Acquisition for construction of two laning with paved shoulder on national highway no.158 ( Ras-Beawar-Asind-Mandal Section) from Km 0.000 to 116.912 in the state of rajasthan लैंड एक्वीजीशन फॉर कंस्ट्रक्शन ऑफ़ तवो लैनिंग विथ पवेद शोल्डर ों नेशनल हाईवे no.१५८ ( Ras-Beawar-Asind-मंडल Section) फ्रॉम कम 0.००० तो 116.९१२ इन थे स्टेट ऑफ़ राजस्थान,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=24065,3200.0,190.0,3010.0,4.9869,0.059375
24065,2021-09-20,3839-E,3839E,2022-03-29,1459-E,1459E,190,0,deduped_nearest_subsequent_3D,False,True,MO/2017/24065,Land Acquisition for construction of two laning with paved shoulder on national highway no.158 ( Ras-Beawar-Asind-Mandal Section) from Km 0.000 to 116.912 in the state of rajasthan लैंड एक्वीजीशन फॉर कंस्ट्रक्शन ऑफ़ तवो लैनिंग विथ पवेद शोल्डर ों नेशनल हाईवे no.१५८ ( Ras-Beawar-Asind-मंडल Section) फ्रॉम कम 0.००० तो 116.९१२ इन थे स्टेट ऑफ़ राजस्थान,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=24065,3200.0,190.0,3010.0,4.9869,0.059375
24065,2022-01-05,59-E,59E,2022-12-29,6137-E,6137E,358,0,deduped_nearest_subsequent_3D,False,True,MO/2017/24065,Land Acquisition for construction of two laning with paved shoulder on national highway no.158 ( Ras-Beawar-Asind-Mandal Section) from Km 0.000 to 116.912 in the state of rajasthan लैंड एक्वीजीशन फॉर कंस्ट्रक्शन ऑफ़ तवो लैनिंग विथ पवेद शोल्डर ों नेशनल हाईवे no.१५८ ( Ras-Beawar-Asind-मंडल Section) फ्रॉम कम 0.००० तो 116.९१२ इन थे स्टेट ऑफ़ राजस्थान,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=24065,3200.0,190.0,3010.0,4.9869,0.059375
24065,2022-07-01,3006-E,3006E,2023-02-03,551-E,551E,217,0,deduped_nearest_subsequent_3D,False,True,MO/2017/24065,Land Acquisition for construction of two laning with paved shoulder on national highway no.158 ( Ras-Beawar-Asind-Mandal Section) from Km 0.000 to 116.912 in the state of rajasthan लैंड एक्वीजीशन फॉर कंस्ट्रक्शन ऑफ़ तवो लैनिंग विथ पवेद शोल्डर ों नेशनल हाईवे no.१५८ ( Ras-Beawar-Asind-मंडल Section) फ्रॉम कम 0.००० तो 116.९१२ इन थे स्टेट ऑफ़ राजस्थान,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=24065,3200.0,190.0,3010.0,4.9869,0.059375
24065,2022-07-01,3009-E,3009E,2023-06-30,2838-E,2838E,364,0,deduped_nearest_subsequent_3D,False,True,MO/2017/24065,Land Acquisition for construction of two laning with paved shoulder on national highway no.158 ( Ras-Beawar-Asind-Mandal Section) from Km 0.000 to 116.912 in the state of rajasthan लैंड एक्वीजीशन फॉर कंस्ट्रक्शन ऑफ़ तवो लैनिंग विथ पवेद शोल्डर ों नेशनल हाईवे no.१५८ ( Ras-Beawar-Asind-मंडल Section) फ्रॉम कम 0.००० तो 116.९१२ इन थे स्टेट ऑफ़ राजस्थान,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=24065,3200.0,190.0,3010.0,4.9869,0.059375
28082,2017-05-16,1591,1591,2018-03-09,,,297,0,deduped_nearest_subsequent_3D,False,True,MO/2017/28082,Widening to 2L+PS from Km 181.00 to 239.280 of NH-26 (Bhawanipatna to Koksara). वाइडनिंग टो 2ऍल्‌+पीऍस्‌ फ्रम केएम 181.00 टो 239.280 ओफ ऍन्‌हॆच्‌-26 (भवानीपत्न टो कोक्सर).,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=28082,16.9,0.0,16.9,0.0,0.0
30088,2017-08-08,2559,2559,2018-08-07,S.O. 3936 (E),SO3936E,364,0,deduped_nearest_subsequent_3D,False,True,MO/2017/30088,Acquisition of land for construction of ROB cum bypass road for Titlagarh Town on NH-59 एक्वीजीशन ऑफ़ लैंड फॉर कंस्ट्रक्शन ऑफ़ रॉब छुम बाईपास रोड फॉर टिटलागढ़ टाउन ों,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=30088,115.0,0.0,115.0,0.0,0.0
30088,2024-09-18,3977(E),3977E,2025-01-16,310(E),310E,120,0,deduped_nearest_subsequent_3D,False,True,MO/2017/30088,Acquisition of land for construction of ROB cum bypass road for Titlagarh Town on NH-59 एक्वीजीशन ऑफ़ लैंड फॉर कंस्ट्रक्शन ऑफ़ रॉब छुम बाईपास रोड फॉर टिटलागढ़ टाउन ों,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=30088,115.0,0.0,115.0,0.0,0.0
34119,2018-03-15,1164,1164,2018-10-09,5209 (E),5209E,208,0,deduped_nearest_subsequent_3D,False,True,MO/2017/34119,"Upgradation (widening /Two-laning,etc), maintenance, management and operation of National Highways No.325 in the stretch of land from design chainage Km 16+200 to 157+183 ( existing chainage Km 16+200 to Km 164+031) in District Barmer, Jalore, Pali in the state of Rajasthan ( Package No. NHAI/IAHE/22) उपग्रडेशन ऑफ़ (विडेनिंग /तवो / Two-laning, etc), maintenance, मैनेजमेंट एंड ऑपरेशन ऑफ़ नेशनल हाइवेज No.३२५ इन थे स्ट्रेच ऑफ़ लैंड फ्रॉम डिज़ाइन चैनगे कम 16+२०० तो 157+१८३ ( एक्सिस्टिंग चैनगे कम 16+२०० तो कम 164+031) इन डिस्ट्रिक्ट Barmer, Jalore, पाली इन थे स्टेट ऑफ़ राजस्थान ( पैकेज No.",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=34119,1500.0,100.0,1400.0,9.1842,0.06666666666666667
34119,2018-03-15,1165(E),1165E,2018-12-07,6066 (E),6066E,267,0,deduped_nearest_subsequent_3D,False,True,MO/2017/34119,"Upgradation (widening /Two-laning,etc), maintenance, management and operation of National Highways No.325 in the stretch of land from design chainage Km 16+200 to 157+183 ( existing chainage Km 16+200 to Km 164+031) in District Barmer, Jalore, Pali in the state of Rajasthan ( Package No. NHAI/IAHE/22) उपग्रडेशन ऑफ़ (विडेनिंग /तवो / Two-laning, etc), maintenance, मैनेजमेंट एंड ऑपरेशन ऑफ़ नेशनल हाइवेज No.३२५ इन थे स्ट्रेच ऑफ़ लैंड फ्रॉम डिज़ाइन चैनगे कम 16+२०० तो 157+१८३ ( एक्सिस्टिंग चैनगे कम 16+२०० तो कम 164+031) इन डिस्ट्रिक्ट Barmer, Jalore, पाली इन थे स्टेट ऑफ़ राजस्थान ( पैकेज No.",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=34119,1500.0,100.0,1400.0,9.1842,0.06666666666666667
34119,2018-03-15,1166(E),1166E,2019-02-13,864 (E),864E,335,0,deduped_nearest_subsequent_3D,False,True,MO/2017/34119,"Upgradation (widening /Two-laning,etc), maintenance, management and operation of National Highways No.325 in the stretch of land from design chainage Km 16+200 to 157+183 ( existing chainage Km 16+200 to Km 164+031) in District Barmer, Jalore, Pali in the state of Rajasthan ( Package No. NHAI/IAHE/22) उपग्रडेशन ऑफ़ (विडेनिंग /तवो / Two-laning, etc), maintenance, मैनेजमेंट एंड ऑपरेशन ऑफ़ नेशनल हाइवेज No.३२५ इन थे स्ट्रेच ऑफ़ लैंड फ्रॉम डिज़ाइन चैनगे कम 16+२०० तो 157+१८३ ( एक्सिस्टिंग चैनगे कम 16+२०० तो कम 164+031) इन डिस्ट्रिक्ट Barmer, Jalore, पाली इन थे स्टेट ऑफ़ राजस्थान ( पैकेज No.",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=34119,1500.0,100.0,1400.0,9.1842,0.06666666666666667
34119,2018-03-15,1167(E),1167E,2019-03-14,1374(E),1374E,364,0,deduped_nearest_subsequent_3D,False,True,MO/2017/34119,"Upgradation (widening /Two-laning,etc), maintenance, management and operation of National Highways No.325 in the stretch of land from design chainage Km 16+200 to 157+183 ( existing chainage Km 16+200 to Km 164+031) in District Barmer, Jalore, Pali in the state of Rajasthan ( Package No. NHAI/IAHE/22) उपग्रडेशन ऑफ़ (विडेनिंग /तवो / Two-laning, etc), maintenance, मैनेजमेंट एंड ऑपरेशन ऑफ़ नेशनल हाइवेज No.३२५ इन थे स्ट्रेच ऑफ़ लैंड फ्रॉम डिज़ाइन चैनगे कम 16+२०० तो 157+१८३ ( एक्सिस्टिंग चैनगे कम 16+२०० तो कम 164+031) इन डिस्ट्रिक्ट Barmer, Jalore, पाली इन थे स्टेट ऑफ़ राजस्थान ( पैकेज No.",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=34119,1500.0,100.0,1400.0,9.1842,0.06666666666666667
34119,2018-03-15,1168(E),1168E,2019-08-06,2833 (E),2833E,509,1,deduped_nearest_subsequent_3D,False,True,MO/2017/34119,"Upgradation (widening /Two-laning,etc), maintenance, management and operation of National Highways No.325 in the stretch of land from design chainage Km 16+200 to 157+183 ( existing chainage Km 16+200 to Km 164+031) in District Barmer, Jalore, Pali in the state of Rajasthan ( Package No. NHAI/IAHE/22) उपग्रडेशन ऑफ़ (विडेनिंग /तवो / Two-laning, etc), maintenance, मैनेजमेंट एंड ऑपरेशन ऑफ़ नेशनल हाइवेज No.३२५ इन थे स्ट्रेच ऑफ़ लैंड फ्रॉम डिज़ाइन चैनगे कम 16+२०० तो 157+१८३ ( एक्सिस्टिंग चैनगे कम 16+२०० तो कम 164+031) इन डिस्ट्रिक्ट Barmer, Jalore, पाली इन थे स्टेट ऑफ़ राजस्थान ( पैकेज No.",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=34119,1500.0,100.0,1400.0,9.1842,0.06666666666666667
